,txt,score
0,"Telewizor jest dobrze wykonany, dostałem to co oczekiwałem. Obraz bardzo dobry, szkoda tylko, że kąty widzenia są lekko za małe. W zeszłym roku kupiłem KD65XH9505 i on ma dużo lepsze kąty widzenia, ale on ma jakąś folie na matrycy, która to poprawia. Teraz potrzebowałem 55"" i kupiłbym TV z wyższej serii XR95, ale są tylko w rozmiarach od 65"" w górę, a folia na matrycy jest podobno od 75"". Nie rozumiem tej decyzji Sony, ale trudno ten co teraz kupiłem, nie jest zły, ale...<br/>
Dźwięk jest taki ""normalny"", audiofile będą musieć coś dokupić, zresztą na pewno już mają.<br/>
Obsługa jest łatwa, 10 wersja Androida, już jako Google TV. Pilot jest OK. Działa to zupełnie sprawnie, bez zacięć. Gry obsługuje doskonale.<br/>
Pamięć to 16GB, dostępne tylko 4GB. Można w ustawieniach wykasować zawartość demonstracyjną do trybu sklepowego i wtedy będzie więcej dostępnej pamięci.<br/>
W sumie to chyba najlepszy TV biorąc pod uwagę stosunek ceny do jakości.",5/5
0,"Zachęcony ilością pozytywnych opinii zdecydowałem się na zakup tych słuchawek. Po kilku dniach zachwytu przyszedł niestety zwód. O ile słuchawki grają poprawnie tak inne funkcje są tragiczne. Jeśli liczycie, ze porozmawiacie z kimś idą przy ulicy, to nic bardziej mylnego. Nie da się!. Nic nie słychać. Pozostaje wyjąc słuchawki z uszu, odłączenie bt lub włożenie do pudełka ładującego. Trzeba to zrobić bo słuchawki nie wyłączają się po wyjęciu z ucha. Brak czujników zbliżeniowych. Bardzo odradzam wszystkim użytkownikom systemu IOS, bo tam żeby przełączyć je pomiędzy np. Tabletem lub telefonem trzeba rozpakować. Przechodzenie między trybami ANC, OFF I PASS tez jest dziwne. Mało zrozumiałe sygnały które nie mówią w jakiej opcji obecnie jesteśmy. O ile w trybie OFF da się to usłyszeć to przy ANC I OFF ciężko powiedzieć co jest włączone. Do samego słuchania muzyki (w końcu do tego są słuchawki) ok, ale biorąc po uwagę, ze w w życiu robimy jednocześnie tez inne rzeczy np. jedziecie rowerem lub biegniecie to konieczność wyciągania ich z uszu żeby porozmawiać przez telefon uważam za porażkę . Drugi raz bym ich nie kupił.",2/5
0,pierwsze wrażenie ok.,5/5
0,Produkt spełnia wymagania ,5/5
0,"ok, przy intensywnym bieganiu niestety mi wypadają","4,5/5"
0,"Głośnik bardzo dobrze wykonany, czas na baterii przy słuchaniu na maxa to jakieś 6h, co jest dobrym wynikiem według mnie.",5/5
0,"Mam od 3lat charge 3 a charge 4 to mój drugi głośnik. Sprzęt idealn na wakacyjne wyjazdy, do ogrodu, spotkań towarzyskich poza domem. ",5/5
0,"No nie mam zastrzeżeń, głośnik jak ma grać to gra i to solidnie, czy w domu czy na dworze. ",5/5
0,Głośnik idealny dla miłośników muzyki którzy są często w podróży.Polecam serdecznie ,5/5
0,"Super głośnik, mąż dostał w prezencie od dzieci, a teraz zrobiliśmy prezent przyjacielowi. Można go zabrać ze sobą do ogrodu, na wyjazdy. Działa doskonale, jakość produktu bardzo dobra. Polecam",5/5
0,"Rewelacyjny, przestrzenny dźwięk, głębokie basy, ale na dalej niż 10m już się nie nadaje",5/5
0,"Głośnik ma dobrą baterie, i fajny dźwięk. Od czasu do czasu pojawiają się jakieś szumy ale chyba trafiliśmy na wadliwy produkt, czekamy na rozwój wydarzeń w razie co będziemy reklamować. Jednak co do samego sprzętu nie mam żadnych innych zastrzeżeń jest rewelacyjny.","4,5/5"
0,"Nareszcie głośnik, którego nie będę się wstydził. Gra świetnie, nic nie trzeszczy przy zwiększeniu głośności, basy dobrze wyczuwalne. Może szału nie ma, bo to mały głośnik i jak bym chciał zrobić te szał, to musiałbym wydać dwa razy tyle i kupić X-TREME. A tak jest tylko dobrze, a nawet lepiej.",5/5
0,"Użytkuję ten głośnik od tygodnia, wcześniej posiadałem najtańszy model z którego byłem na początku zadowolony, jednak z czasem brakowało mi większej mocy. W warunkach domowych, czy też na ognisku, grillu jbl charge4 sprawdzi się doskonale. Testowałem go również w pracy na dużym magazynie, tam już niestety brakuje mocy, słychać go dobrze w obrębie 4m, zwłaszcza niskie tony wypadają słabo. W domu brzmi fantastycznie, ale tylko na 3/4 głośności, później dźwięk robi się płaski, niskie tony zanikają i pojawiają się wysokie. Przesłuchałem do tej pory kilkaset utworów, głównie soul,rock,pop, nagrania w naprawdę dobrej jakości, i za każdym razem występował <br/>
ten problem przy maksymalnej głośności. Porównywałem go również z JBL Xtreme w warunkach domowych, i napiszę jedynie tyle, że jeśli dla kogoś wydanie 200zl wiecej nie robi wielkiej różnicy, to niech kupuje Xtreme, brzmi znacznie lepiej, jedynym minusem dla niektórych może być to, że jest większy i cięższy. Co do samej baterii charge4, to dzisiaj grał przez 8h bez przerwy na pełnej mocy, oczywiście naładowany na 100%. Zatem uważam że to słaby wynik, patrząc na opis producenta, w którym podano czas pracy do 20h. Powinien przynajmniej wytrzymać 15h. Tak czy inaczej polecam ten głośnik i oceniam go na 4 stars. ",4/5
0,"Głośnik JBL CHARGE 4 bez problemu łączy się z innymi urządzeniami bluetooth typu telefon. Bardzo dobry bas,  czysty dźwięk. Wysoka użyteczna głośność. Bez problemu u mnie klika dni na 1 ładowaniu. Kabel do ładowania w zestawie. Jest to USB typu C, co na początku mnie zdziwiło ale da się przeżyć tylko trzeba pilnować kabla. ",5/5
0,"Matryca posiada ciemną smugę z obu stron, to chyba nie jest ok, załączam zdjęcia... Najbardziej widać gdy jest jasny obraz a otoczenie jest ciemne. To nie jest odbicie ani tłusta smuga.","2,5/5"
0,Telewizor super extra :) jakoś i wyglada rewelacja ,5/5
0,"Wygląda dobrze ,a jak się będzie spisywał zobaczymy (dopiero dziś odebrałem,po 2tyg. oczekiwania)","4,5/5"
0,Stosunek ceny do jakości w pełni zachowany,"4,5/5"
0,"jak na razie Tv ok, obsługa prosta, kolory fajne ",5/5
0,"<br/>
bardzo dobry produkt za umiarkowaną cenę. Polecam",5/5
0,"Telewizor jest użytkowany krótko ale na tą chwilę wszystko działa, jest prosty w obsłudze. Polecam",5/5
0,Jakość dźwięku i obrazu bardzo dobra jak za telewizor 1600zl 50cali,5/5
0,Jak na razie wszystko ok.gorzej z obsluga internetowa...sms o gotowosci do odbioru otrzymalam na telefon jak TV byl juz u mnie w aucie...rezerwacja zrobiona o godz.10.00 rano w poniedzialek...w sklepie bylam o 19.30,4/5
0,"Obraz nie jest ciemny ani prześwietlony, po utworzeniu/zalogowania się na konto Samsung uzyskałem dostęp do wszystkich aplikacji (nie wiem co by było, gdybym się nie zalogował, ale ta czynność wydawała mi się oczywista, aby korzystać z systemu i prawidłowo migrować dane użytkowania), przetestowałem połączenie konsoli Switch, log do Netflixa, hbo, share ekranu z windows laptop (nawet bez użycia dedykowanej aplikacji do zainstalowania opcjonalnego na laptopie) oraz share z telefonem z iOS. Wszystko działa bez zarzutów. Minus/Plus - minimalistyczny pilot (cyferki, kolorki należy wywołać odrębnie dedykowanym przyciskiem), Minus - brak szybkiego przycisku do zmiany źródła (albo nie wiem jak to zrobić), należy wywołać menu główne i przeskoczyć równolegle na źródło, a następnie w górę na wybór.",4/5
0,Nie polecam kupiłam  wzeszły poniedziałek we wtorek telewizor przestał działać i do dziś czekam na kogoś z serwisu niestety dzwonię tam pisze nikt nie odpowiada a moim zdanie coś  co po jednym dniu się psuje powinno być wymienione na nowe jaka  ja mam gwarancje ze po naprawie kolejny raz się nie zepsuje ( jeśli ktoś łaskawie raczy wogole mi ten telewizor naprawić bo jak narazie jestem ignorowana ) sklep sprzedaje uszkodzony towar a potem klient zostaje sam z problem reklamacja przyjęta serwis się nie odzywa a ja jak narazie jestem na tym stratna bo pieniądze wydałam na cos co nie dziala Mam nadzieje ze ktoś się w końcu do mnie odezwie bo czuje się oszukana,"0,5/5"
0,Telewizory super jak w tej cenie. Jestem bardzo zadowolona,4/5
0,Stosunek ceny do jakość jak najbardziej OK,"4,5/5"
0,"Jest świetny, duży, cieniutki, prosty w obsludze",5/5
0,Wszystko gra. Szybka dostawa. Super cena. W końcu to... Media Markt😀,"4,5/5"
0,Great tv for its price,5/5
0,"Za 1997 zł przy ekranie 55"" nie można wymagać cudów ,więc dla przeciętnego zjadacza chleba jest ok. Obraz super ,wiadomo dużo zależy od nadawcy i nie wszystko jest w 4K a co do dźwięku jest powyżej przeciętnego. Jakiś lepszy soundbar załatwi sprawę. Aplikacje spoko działają płynnie i na bank ze wszystkich nie będę korzystał.... z czystym sumieniem mogę polecić kupno tego TV.",5/5
0,Wszystko super,"4,5/5"
0,"W tej cenie nie znajdziecie nic lepszego w takim rozmiarze. Normalny zjadacz chleba: YouTube Netflix Facebook i przeglądarka - tego używam. Tv reaguje bardzo szybko, ma pewnie z 1000 opcji których nigdy nie użyje. Jedynym malutkim minusem jest laczenie sie z siecia po wlaczeniu - trwa to minute - jest kabel i wifi. Ale mnie to nie wkurza. Obraz jest piękny i wyraźny a glosniki w tv w zupełnosci wystarczają. Nie moge powiedzieć złego słowa na ten tv, niech sluzy jak jego poprzednik - tez samsung, zabity przez burze - 10 lat. Polecam!",5/5
0,Dobrze śmiga,5/5
0,"Nie polecam wystawiasz kamery których nie mają i sprzedają,po czym piszą że nie mają danej kamery ",1/5
0,polecam,5/5
0,Bardzo udany zakup,5/5
0,Bardzo dobra kamera. ,5/5
0,ok,5/5
0,Doskonała jakość i działa rewelacyjnie,5/5
0,Super kamera polecam,5/5
0,Wybrałem ze względu na pływającą stabilizację co na pewno wyróżnia tą kamerę. Telefony nie oferują takiej stabilizacji. Jakość obrazu przyzwoita jak na klasę amatorską szczególnie przy oglądaniu na telewizorze dobrej klasy. Duży zoom nie do uzyskania na telefonie Stopka do lampy lub mikrofonu.  Wi-Fi. Moiwosc robienia zdjęć bez przerywania filmowania. Edycja  cięcie i montaz filmu z poziomu kamery. Dokupiłem  torbę sony i drugi pojemniejszy akumulator z oddzielną ładowarką zamiennik. Zestaw taki pozwala na kilka godzin filmowania. I choć telefony oferują podobną jakość obrazu to jednak pod względem tłumienia drgań i wielkości zoomu kamera jest bezkonkurencyjna i znacznie lepiej sprawdza się pod względem zapisu filmu,"4,5/5"
0,"Kamera bardzo dobrze wykonana, relatywnie ciężka (porównując np. z HDR CX 280), ale to zaleta. Idealne spasowanie. Wysokiej jakości obraz i dźwięk. Skuteczny system pływającej stabilizacji (pięcioosiowy) Prosta obsługa. Wielkim plusem jest ujednolicenie menu i przycisków wielu modeli Sony. Nie ma konieczności nauki przy przesiadce z innego, po prostu dochodzą nowe funkcje. Tak samo pasują baterie z innych (nie wszystkich) modeli. Za to pochwała. Ten model ma gorącą stopkę do podłączenia np. mikrofonu lub lampy led oraz wejście mini jack na mikrofon i wyjście na słuchawki. W chwili gdy piszę te słowa zdarzają się np. w lombardach ""używki"" za 600 - 700 zł i za tę kasę jest to złoty interes.",5/5
0,"aparat poreczny,prosty w obsludze , natomiast jakosc obrazu nie najlepsza,ogolnie kamera spelnia swoje funkcje w klasie amatorskiej","3,5/5"
0,Ok,4/5
0,Super,5/5
0,Bardzo dobry uchwyt. Super cena.,5/5
0,"Dobrze wykonany, stabilny uchwyt.",5/5
0,"Super. Polecam. W tej cenie,rewelacja.",5/5
0,Polecam zgodnie z opisem uchwyt pierwsza klasa,5/5
0,Bardzo porządny uchwyt w bardzo dobrej cenie. ,5/5
0,"Masywny uchwyt, ładnie wykonany i nie rzucający się w oczy. Dodatkowo atrakcyjna cena.",5/5
0,"Spokojnie trzyma telewizor 40 cali. Fajnie można ustawiać. Dobrze że ma możliwość skorygowania krzywizn, bo trochę krzywo kołki mi weszły. Super że kołki są w zestawie, tylko kluczyk do kręcenia inny rozmiar niż w śrubach, ale kto by chciał korzystać z takiego maleństwa",5/5
0,"Produkt jest ok. Jednak należy poinformować,że w niektórych telewizorach potrzebna będzie chociaż piłka do metalu aby wyciąc otwór na gniazda. Bez tego nie ma możliwości podłączenia anteny. W moim przypadku śruby do przykręcenia TV były za długie. Tutaj piłka też się przyda;).","3,5/5"
0,Gorszego ***** niż ten uchwyt nie widziałem. Mimo solidnej ściany jak i montażu do poziomicy to ***** tańczy jak by było z gumy. ,"0,5/5"
0,"Nie polecam. Telewizor 17kg/55"" co prawda wisi, ale konstrukcja bardzo delikatna. Wszystko się trzęsie.<br/>
Regulacja w pionie to porażka.",2/5
0,"telewizor 18 kg powoduje kilkucentymetrowe ugięcie ramienia uchwytu. regulacja kąta nachylenia kompletnie nie działa i żadne dokręcenie nie pomaga.<br/>
odradzam",1/5
0,"Witam , zakup całkowicie nie udany, tv 47 cali o wadze 15 kg wisi jakby miał za chwile spaść, po montażu uchwyt zdemontowałem i wyrzuciłem  do kosza , wykonany jest z bardzo cienkiej blaszki i nic nie daje staranne dokręcenie wszystkich śrub mocujących, ",1/5
0,"tragedia... zakupiłem go do 49"" o wadze 11kg... strach na tym telewizor trzymać jeśli chcemy go odchylić od ściany...telewizor opada do 2cm i nie sposób go ustawić idealnie w poziomie. Jedyny ratunek to dosunięcie telewizora najbliżej ściany, gdyż powoduje to podparcie się elementów ugiętego ramienia o wygięcie blachy którą przykręciliśmy do ściany... Jeśli chodzi o pionowe ustawienie to jest tragedia. W plastikowym pokrętle gwint ulega wyrobieniu i jedyny ratunek to wymiana na  metalową nakrętkę...  PS czytałem wcześniejsze opinie i po oględzinach uchwytu myślałem, że może to dawniejsze wersje były niedopracowane ale problem występuje nadal. ODRADZAM bo szkoda nerwów",1/5
0,Supper,5/5
0,wszystko zgodne z opisem ,4/5
0,"Generalnie ok, kwestia tylko części odpowiedzialnej za ustawienie telewizora w pionie( jest moim zdaniem za delikatna). Mój telewizor jest ciężki i musiałem skręcić ustwianie w pionie do granic możliwości, i boję się że śruba mi puści lub uchwyt się rozleci. Na razie jestem zadowolony",4/5
0,Nie działa sterowanie w prawej słuchawce. Zamierzam odesłać słuchawki.,1/5
0,"Jak na tą cenę spodziewałem się czegoś lepszego. Cicho grają, bas marny. Nie polecam. ",1/5
0,"Świetnie wykonane słuchawki. Jakość dźwięku mówi sama za siebie. Nigdy nie słyszałem lepszego brzmienia. Polecam użytkownikom, którzy cenią sobie doskonałą jakość z idealnym wyciszeniem dźwięku w słuchawkach.",5/5
0,Doskonały dźwięk ,5/5
0,swietny produkt,5/5
0,trochę za drogie ale jakość wykonania jak zawsze w b&o topowa,5/5
0,"Jakosc wykonania wzorowa, dzwiek troche rozczarowuje w stosunku do H9- jak dla mnie zbyt ostry-tzw. zleta- kosztem srednicy i basu",4/5
0,"Wzorowa jakość wykonania i bezkonkurencyjny dźwięk po BT (kodek aptX™ Adaptive). Posiadam też Bose QuietComfort 35 II które oceniłem 2 lata temu na 5 jako (Mariusz Elbląg) ale H95 to inna liga. Dźwięk jest bardzo czysty, zrównoważony, bez sztucznych podbić (jak w Sony) a szczegółowość bardzo duża. Słyszę w nich dźwięki których w Bose 35 II są nie słyszalne. Bardzo dobra bateria i może delikatnie bardziej je czuć na głowie niż Bose, choć są bardzo komfortowe.",5/5
0,"Słuchawki bezprzewodowe Bang & Olufsen H95 to z najwyższej półki zarówno cenowej jak i technicznej. Jakość dźwięku jest perfekcyjna w całej skali tonacji, chociaż jest to moja ocena subiektywna. Podobnie jest z jakością wykonania: mięciutkie skórzane /jagnięce/ i odpinane nausznice, metalowy kabłąk, skórzana /cielęca/górna jego obudowa a także załączone kable i końcówka-adapter do samolotu. Również wykonana z tkaniny dolna obudowa kabłąka wygląda dobrze, chociaż lepsza z pewnością była by okładzina z miękkiej skóry cielęcej, obawiam się zabrudzenia tkaniny ponieważ mam wysokie czoło. Również metalowa kasetka do przechowywania całego kompletu jest niepowtarzalna na rynku słuchawek , i to zarówno pod względem komfortu przechowywania jak i ich bezpieczeństwa. Zdecydowałem się na słuchawki B & O H95 chociaż są bardzo drogie, prawie 3700 zł. ale kupiłem je na 50 rat RRSO 0% więc miesięczna rata ok. 73 zł jest już o wiele łagodniejsza. Przed zakupem fizycznie porównywałem te słuchawki z Denonami AH-GC30, AudioTechnika 900 oraz Bang & Olufsen HX i pomimo wysokiej ceny zdecydowałem jakwyżej. Bangi H95 polecam każdemu kto szuka słuchawek bardzo perfekcyjnych pod każdym względem.",5/5
0,"Słuchawki bezprzewodowe Bang & Olufsen H95 to z najwyższej półki zarówno cenowej jak i technicznej. Jakość dźwięku jest perfekcyjna w całej skali tonacji, chociaż jest to moja ocena subiektywna. Podobnie jest z jakością wykonania: mięciutkie skórzane /jagnięce/ i odpinane nausznice, metalowy kabłąk, skórzana /cielęca/górna jego obudowa a także załączone kable i końcówka-adapter do samolotu. Również wykonana z tkaniny dolna obudowa kabłąka wygląda dobrze, chociaż lepsza z pewnością była by okładzina z miękkiej skóry cielęcej, obawiam się zabrudzenia tkaniny ponieważ mam wysokie czoło. Również metalowa kasetka do przechowywania całego kompletu jest niepowtarzalna na rynku słuchawek , i to zarówno pod względem komfortu przechowywania jak i ich bezpieczeństwa. Zdecydowałem się na słuchawki B & O H95 chociaż są bardzo drogie, prawie 3700 zł. ale kupiłem je na 50 rat RRSO 0% więc miesięczna rata ok. 73 zł jest już o wiele łagodniejsza. Przed zakupem fizycznie porównywałem te słuchawki z Denonami AH-GC30, AudioTechnika 900 oraz Bang & Olufsen HX i pomimo wysokiej ceny zdecydowałem jak wyżej. Bangi H95 polecam każdemu kto szuka słuchawek bardzo perfekcyjnych pod każdym względem. Na zakończenie dodam że używam B & O H95 do słuchania audio zarówno z telefonu jak i z tv a także do odsłuchu sprzętu audio.",5/5
